id,experiment_id,family,apex_angle,rectangle_ratio,pattern,evidence,pieces,utilization,upper_bound,gap,fingerprint
"iso-a35-r0p75","isosceles/apex-35/rectangle-0.75","isosceles","35","0.75","vertical lattice","verified_best_known","150","0.8962131817985107","0.9977840090690072","0.10157082727049649","tpa1-0102a8165821ed52"
"iso-a35-r0p9","isosceles/apex-35/rectangle-0.9","isosceles","35","0.9","acute horizontal lattice","verified_best_known","176","0.8762973333140993","0.9957924242205661","0.11949509090646682","tpa1-b18ac68ac7fd5b32"
"iso-a35-r1p05","isosceles/apex-35/rectangle-1.05","isosceles","35","1.05","acute horizontal lattice","verified_best_known","208","0.8876778181623344","0.9986375454326248","0.11095972727029046","tpa1-dca8abb1365e1fbf"
"iso-a35-r1p2","isosceles/apex-35/rectangle-1.2","isosceles","35","1.2","vertical lattice","verified_best_known","250","0.9335553977067795","0.9970371647508418","0.06348176704406228","tpa1-cc55346e3b2c6f88"
"iso-a35-r1p35","isosceles/apex-35/rectangle-1.35","isosceles","35","1.35","vertical lattice","verified_best_known","275","0.9128097222021826","0.9991117323013012","0.08630201009911864","tpa1-c948658eb0aef52b"
"iso-a35-r1p5","isosceles/apex-35/rectangle-1.5","isosceles","35","1.5","acute horizontal lattice","verified_best_known","300","0.8962131817985073","0.9977840090690072","0.10157082727049993","tpa1-a5df0137289ea2b4"
"iso-a35-r1p65","isosceles/apex-35/rectangle-1.65","isosceles","35","1.65","acute horizontal lattice","verified_best_known","300","0.8147392561804623","0.999413487581368","0.18467423140090578","tpa1-0de6d0ecc05167dd"
"iso-a35-r1p8","isosceles/apex-35/rectangle-1.8","isosceles","35","1.8","acute horizontal lattice","verified_best_known","300","0.7468443181654233","0.9982819052811175","0.2514375871156942","tpa1-ea3da78e516bd1c6"
"iso-a35-r1p95","isosceles/apex-35/rectangle-1.95","isosceles","35","1.95","acute horizontal lattice","verified_best_known","300","0.6893947552296228","0.9996223950829529","0.31022763985333013","tpa1-8c0c4cec6d70e33d"
"iso-a35-r2p1","isosceles/apex-35/rectangle-2.1","isosceles","35","2.1","acute horizontal lattice","verified_best_known","300","0.6401522727132201","0.9986375454326248","0.3584852727194048","tpa1-4cca15804837b00e"
"iso-a35-r2p25","isosceles/apex-35/rectangle-2.25","isosceles","35","2.25","acute horizontal lattice","verified_best_known","300","0.5974754545323392","0.9997755939174484","0.4023001393851092","tpa1-d260be8b60800c1a"
"iso-a35-r2p4","isosceles/apex-35/rectangle-2.4","isosceles","35","2.4","acute horizontal lattice","verified_best_known","300","0.5601332386240686","0.9989042755462554","0.4387710369221868","tpa1-31dba482fcd32622"
"iso-a35-r2p55","isosceles/apex-35/rectangle-2.55","isosceles","35","2.55","acute horizontal lattice","verified_best_known","300","0.5271842245873588","0.9998927459673567","0.47270852137999786","tpa1-490393adb8087dcc"
"iso-a35-r2p7","isosceles/apex-35/rectangle-2.7","isosceles","35","2.7","acute horizontal lattice","verified_best_known","300","0.49789621211028295","0.9991117323013012","0.5012155201910182","tpa1-d562fcf4e0839f92"
"iso-a35-r2p85","isosceles/apex-35/rectangle-2.85","isosceles","35","2.85","acute horizontal lattice","verified_best_known","300","0.4716911483150049","0.9999852344278105","0.5282940861128056","tpa1-b0a05bdf841f2989"
"iso-a35-r3","isosceles/apex-35/rectangle-3","isosceles","35","3","acute horizontal lattice","verified_best_known","300","0.448106590899255","0.999277697705338","0.551171106806083","tpa1-b74c8dd11b44a160"
"iso-a40-r0p75","isosceles/apex-40/rectangle-0.75","isosceles","40","0.75","vertical lattice","verified_best_known","132","0.883832963318989","0.9976599358676497","0.1138269725486607","tpa1-039dc8bf30fc31fb"
"iso-a40-r0p9","isosceles/apex-40/rectangle-0.9","isosceles","40","0.9","acute horizontal lattice","verified_best_known","160","0.89276056900908","0.998775886578911","0.10601531756983107","tpa1-9aad7d71e3eb9c45"
"iso-a40-r1p05","isosceles/apex-40/rectangle-1.05","isosceles","40","1.05","acute horizontal lattice","verified_best_known","184","0.8800068465946641","0.9995729942298119","0.11956614763514783","tpa1-37e2606f4010fbc4"
"iso-a40-r1p2","isosceles/apex-40/rectangle-1.2","isosceles","40","1.2","vertical lattice","verified_best_known","220","0.9206593367906132","0.9959860098007577","0.07532667301014451","tpa1-995b4d084965d731"
"iso-a40-r1p35","isosceles/apex-40/rectangle-1.35","isosceles","40","1.35","vertical lattice","verified_best_known","242","0.9002002404174887","0.9969159687268087","0.09671572830931996","tpa1-3f6514b6759c3743"
"iso-a40-r1p5","isosceles/apex-40/rectangle-1.5","isosceles","40","1.5","acute horizontal lattice","verified_best_known","272","0.9106157803892606","0.9976599358676497","0.08704415547838906","tpa1-10ea29e0d035b969"
"iso-a40-r1p65","isosceles/apex-40/rectangle-1.65","isosceles","40","1.65","vertical lattice","verified_best_known","300","0.913050581941104","0.9982686362556104","0.08521805431450635","tpa1-ccf46ea325c89447"
"iso-a40-r1p8","isosceles/apex-40/rectangle-1.8","isosceles","40","1.8","acute horizontal lattice","verified_best_known","300","0.8369630334460114","0.998775886578911","0.16181285313289961","tpa1-2e2e6e830678415e"
"iso-a40-r1p95","isosceles/apex-40/rectangle-1.95","isosceles","40","1.95","acute horizontal lattice","verified_best_known","300","0.772581261642472","0.9992050983909346","0.22662383674846265","tpa1-c35ca592bbb3c930"
"iso-a40-r2p1","isosceles/apex-40/rectangle-2.1","isosceles","40","2.1","acute horizontal lattice","verified_best_known","300","0.7173968858108669","0.9995729942298119","0.282176108418945","tpa1-36ded4a1a6a4fca6"
"iso-a40-r2p25","isosceles/apex-40/rectangle-2.25","isosceles","40","2.25","acute horizontal lattice","verified_best_known","300","0.6695704267568092","0.9998918372901723","0.33032141053336306","tpa1-5e276b1c013ae5f6"
"iso-a40-r2p4","isosceles/apex-40/rectangle-2.4","isosceles","40","2.4","acute horizontal lattice","verified_best_known","300","0.6277222750845086","0.9980784173843726","0.370356142299864","tpa1-73bc4419efa5b4ba"
"iso-a40-r2p55","isosceles/apex-40/rectangle-2.55","isosceles","40","2.55","acute horizontal lattice","verified_best_known","300","0.5907974353736553","0.9984476657814813","0.407650230407826","tpa1-fd42edaad4083a91"
"iso-a40-r2p7","isosceles/apex-40/rectangle-2.7","isosceles","40","2.7","acute horizontal lattice","verified_best_known","300","0.5579753556306744","0.9987758865789108","0.44080053094823646","tpa1-425216da67afbbf2"
"iso-a40-r2p85","isosceles/apex-40/rectangle-2.85","isosceles","40","2.85","acute horizontal lattice","verified_best_known","300","0.5286082316501126","0.9990695578187165","0.4704613261686039","tpa1-edef64949fb0ff92"
"iso-a40-r3","isosceles/apex-40/rectangle-3","isosceles","40","3","acute horizontal lattice","verified_best_known","300","0.5021778200676071","0.9993338619345417","0.4971560418669345","tpa1-e58c1bcec9b157cc"
"iso-a45-r0p75","isosceles/apex-45/rectangle-0.75","isosceles","45","0.75","acute horizontal lattice","verified_best_known","115","0.8470549982963856","0.9943689110435825","0.14731391274719685","tpa1-8c4ffdc42618556e"
"iso-a45-r0p9","isosceles/apex-45/rectangle-0.9","isosceles","45","0.9","acute horizontal lattice","verified_best_known","137","0.8409169185985866","0.9943689110435825","0.15345199244499586","tpa1-559aff123ae1bf63"
"iso-a45-r1p05","isosceles/apex-45/rectangle-1.05","isosceles","45","1.05","vertical lattice","verified_best_known","171","0.8996671099918154","0.9996301222131252","0.09996301222130977","tpa1-de2b7e0e6c5114e0"
"iso-a45-r1p2","isosceles/apex-45/rectangle-1.2","isosceles","45","1.2","acute horizontal lattice","verified_best_known","192","0.8838834764831877","0.9989724708169325","0.11508899433374487","tpa1-e5cb4ddd5b32c793"
"iso-a45-r1p35","isosceles/apex-45/rectangle-1.35","isosceles","45","1.35","acute horizontal lattice","verified_best_known","216","0.8838834764831879","0.9984609641754489","0.11457748769226106","tpa1-2a8bb2a4d7c717fb"
"iso-a45-r1p5","isosceles/apex-45/rectangle-1.5","isosceles","45","1.5","acute horizontal lattice","verified_best_known","243","0.8949320199392282","0.9980517588622625","0.10311973892303428","tpa1-77629f83f9384e45"
"iso-a45-r1p65","isosceles/apex-45/rectangle-1.65","isosceles","45","1.65","vertical lattice","verified_best_known","266","0.8905795634262431","0.9977169545151099","0.10713739108886677","tpa1-ce5d26217a630c2e"
"iso-a45-r1p8","isosceles/apex-45/rectangle-1.8","isosceles","45","1.8","acute horizontal lattice","verified_best_known","296","0.9084357952743887","0.9974379508924824","0.08900215561809377","tpa1-c6bc3962ca6865d4"
"iso-a45-r1p95","isosceles/apex-45/rectangle-1.95","isosceles","45","1.95","acute horizontal lattice","verified_best_known","300","0.8498879581569125","0.9972018709041056","0.14731391274719308","tpa1-815cc5a4cb9a9fe2"
"iso-a45-r2p1","isosceles/apex-45/rectangle-2.1","isosceles","45","2.1","acute horizontal lattice","verified_best_known","300","0.7891816754314188","0.9996301222131252","0.21044844678170638","tpa1-25067210f35801a0"
"iso-a45-r2p25","isosceles/apex-45/rectangle-2.25","isosceles","45","2.25","acute horizontal lattice","verified_best_known","300","0.7365695637359909","0.9992793748018224","0.26270981106583147","tpa1-508a5b8c182ca552"
"iso-a45-r2p4","isosceles/apex-45/rectangle-2.4","isosceles","45","2.4","acute horizontal lattice","verified_best_known","300","0.6905339660024915","0.9989724708169325","0.308438504814441","tpa1-3517701a8c11d45d"
"iso-a45-r2p55","isosceles/apex-45/rectangle-2.55","isosceles","45","2.55","acute horizontal lattice","verified_best_known","300","0.6499143209435214","0.998701673183206","0.3487873522396846","tpa1-eaf9007fdfaabc8c"
"iso-a45-r2p7","isosceles/apex-45/rectangle-2.7","isosceles","45","2.7","acute horizontal lattice","verified_best_known","300","0.6138079697799924","0.9984609641754489","0.3846529943954565","tpa1-7923d691c790655f"
"iso-a45-r2p85","isosceles/apex-45/rectangle-2.85","isosceles","45","2.85","acute horizontal lattice","verified_best_known","300","0.5815022871599927","0.9982455929579824","0.4167433057979897","tpa1-a7093c1ed391dfd6"
"iso-a45-r3","isosceles/apex-45/rectangle-3","isosceles","45","3","acute horizontal lattice","verified_best_known","300","0.5524271728019932","0.9998931827716024","0.4474660099696093","tpa1-60248856b08e6aeb"
"iso-a50-r0p75","isosceles/apex-50/rectangle-0.75","isosceles","50","0.75","acute horizontal lattice","verified_best_known","104","0.8298814800455587","0.997453701977836","0.16757222193227728","tpa1-96f5ff99b98f14ef"
"iso-a50-r0p9","isosceles/apex-50/rectangle-0.9","isosceles","50","0.9","acute horizontal lattice","verified_best_known","128","0.851160492354418","0.997453701977836","0.14629320962341796","tpa1-376ea68aa042e729"
"iso-a50-r1p05","isosceles/apex-50/rectangle-1.05","isosceles","50","1.05","vertical lattice","verified_best_known","153","0.8720595223006193","0.9974537019778359","0.12539417967721656","tpa1-386415f5819a141a"
"iso-a50-r1p2","isosceles/apex-50/rectangle-1.2","isosceles","50","1.2","acute horizontal lattice","verified_best_known","172","0.8578101837009355","0.9974537019778361","0.13964351827690058","tpa1-dc8b0b9acc335d39"
"iso-a50-r1p35","isosceles/apex-50/rectangle-1.35","isosceles","50","1.35","acute horizontal lattice","verified_best_known","192","0.8511604923544164","0.9974537019778359","0.14629320962341952","tpa1-81519abdd408ff0b"
"iso-a50-r1p5","isosceles/apex-50/rectangle-1.5","isosceles","50","1.5","vertical lattice","verified_best_known","221","0.8817490725484026","0.997453701977836","0.11570462942943338","tpa1-e6ae8741e8953f5f"
"iso-a50-r1p65","isosceles/apex-50/rectangle-1.65","isosceles","50","1.65","acute horizontal lattice","verified_best_known","240","0.8705050489988343","0.997453701977836","0.1269486529790017","tpa1-913fccb12f991fb9"
"iso-a50-r1p8","isosceles/apex-50/rectangle-1.8","isosceles","50","1.8","acute horizontal lattice","verified_best_known","264","0.8777592577404909","0.997453701977836","0.1196944442373451","tpa1-08758f7e48903874"
"iso-a50-r1p95","isosceles/apex-50/rectangle-1.95","isosceles","50","1.95","vertical lattice","verified_best_known","289","0.8869665226818245","0.9974537019778359","0.11048717929601137","tpa1-ed28ceb2b1b1d52c"
"iso-a50-r2p1","isosceles/apex-50/rectangle-2.1","isosceles","50","2.1","acute horizontal lattice","verified_best_known","300","0.8549603159809974","0.9974537019778359","0.14249338599683847","tpa1-341ae55b378a093b"
"iso-a50-r2p25","isosceles/apex-50/rectangle-2.25","isosceles","50","2.25","acute horizontal lattice","verified_best_known","300","0.7979629615822645","0.997453701977836","0.19949074039557146","tpa1-0124edbbeb0cdd5f"
"iso-a50-r2p4","isosceles/apex-50/rectangle-2.4","isosceles","50","2.4","acute horizontal lattice","verified_best_known","300","0.748090276483373","0.9999473362327806","0.25185705974940764","tpa1-add794ff5c2da17c"
"iso-a50-r2p55","isosceles/apex-50/rectangle-2.55","isosceles","50","2.55","acute horizontal lattice","verified_best_known","300","0.7040849661019984","0.9998006518648426","0.2957156857628441","tpa1-18408d96d20b25c0"
"iso-a50-r2p7","isosceles/apex-50/rectangle-2.7","isosceles","50","2.7","acute horizontal lattice","verified_best_known","300","0.6649691346518873","0.9996702657600088","0.3347011311081215","tpa1-698b979b9b3b9960"
"iso-a50-r2p85","isosceles/apex-50/rectangle-2.85","isosceles","50","2.85","acute horizontal lattice","verified_best_known","300","0.6299707591438933","0.9995536045083155","0.3695828453644222","tpa1-2fb22888e8ed9553"
"iso-a50-r3","isosceles/apex-50/rectangle-3","isosceles","50","3","acute horizontal lattice","verified_best_known","300","0.5984722211866987","0.9994486093817917","0.40097638819509296","tpa1-63f6c58796c38ba0"
"iso-a55-r0p75","isosceles/apex-55/rectangle-0.75","isosceles","55","0.75","acute horizontal lattice","verified_best_known","99","0.8447505456730235","0.9983415539772088","0.15359100830418526","tpa1-e99b21883345c4a7"
"iso-a55-r0p9","isosceles/apex-55/rectangle-0.9","isosceles","55","0.9","vertical lattice","verified_best_known","128","0.9101689380988821","0.9954972760456497","0.08532833794676764","tpa1-0a8ea4151f50ae5f"
"iso-a55-r1p05","isosceles/apex-55/rectangle-1.05","isosceles","55","1.05","acute horizontal lattice","verified_best_known","153","0.9325168361325603","0.999560530233591","0.06704369410103073","tpa1-c887b647272c18bc"
"iso-a55-r1p2","isosceles/apex-55/rectangle-1.2","isosceles","55","1.2","acute horizontal lattice","verified_best_known","171","0.9119466118061058","0.9972749497528742","0.08532833794676842","tpa1-5d03681baab58252"
"iso-a55-r1p35","isosceles/apex-55/rectangle-1.35","isosceles","55","1.35","acute horizontal lattice","verified_best_known","198","0.93861171741447","0.9954972760456496","0.05688555863117961","tpa1-e786643c1a286ac7"
"iso-a55-r1p5","isosceles/apex-55/rectangle-1.5","isosceles","55","1.5","acute horizontal lattice","verified_best_known","216","0.9215460498251152","0.9983415539772088","0.07679550415209357","tpa1-c52496fbc9d98488"
"iso-a55-r1p65","isosceles/apex-55/rectangle-1.65","isosceles","55","1.65","acute horizontal lattice","verified_best_known","243","0.9424902782302305","0.9967901296509039","0.054299851420673395","tpa1-20b2ec1198c6a2ef"
"iso-a55-r1p8","isosceles/apex-55/rectangle-1.8","isosceles","55","1.8","acute horizontal lattice","verified_best_known","270","0.9599438019011597","0.9990526234600985","0.0391088215589388","tpa1-71d88a304d301200"
"iso-a55-r1p95","isosceles/apex-55/rectangle-1.95","isosceles","55","1.95","acute horizontal lattice","verified_best_known","288","0.9451754357180645","0.997685182146849","0.052509746428784476","tpa1-dc85eb6d2cbf24d4"
"iso-a55-r2p1","isosceles/apex-55/rectangle-2.1","isosceles","55","2.1","acute horizontal lattice","verified_best_known","300","0.9142321922868181","0.999560530233591","0.08532833794677297","tpa1-cb8d24b80a339406"
"iso-a55-r2p25","isosceles/apex-55/rectangle-2.25","isosceles","55","2.25","acute horizontal lattice","verified_best_known","300","0.853283379467697","0.9983415539772087","0.14505817450951175","tpa1-469085b2cd21f9bf"
"iso-a55-r2p4","isosceles/apex-55/rectangle-2.4","isosceles","55","2.4","acute horizontal lattice","verified_best_known","300","0.7999531682509659","0.9999414603137108","0.19998829206274493","tpa1-17096e02e639d49b"
"iso-a55-r2p55","isosceles/apex-55/rectangle-2.55","isosceles","55","2.55","acute horizontal lattice","verified_best_known","300","0.7528970995303209","0.9988434853768957","0.2459463858465748","tpa1-073350d8c19383ff"
"iso-a55-r2p7","isosceles/apex-55/rectangle-2.7","isosceles","55","2.7","acute horizontal lattice","verified_best_known","300","0.7110694828897473","0.9978675076552822","0.28679802476553495","tpa1-c4219b30e1b3951d"
"iso-a55-r2p85","isosceles/apex-55/rectangle-2.85","isosceles","55","2.85","acute horizontal lattice","verified_best_known","300","0.6736447732639711","0.9992397470082274","0.3255949737442563","tpa1-a6bdc7fe215d0dfd"
"iso-a55-r3","isosceles/apex-55/rectangle-3","isosceles","55","3","acute horizontal lattice","verified_best_known","300","0.6399625346007726","0.9983415539772088","0.35837901937643624","tpa1-0c9aaf5b6e4e9882"
"iso-a60-r0p75","equilateral/apex-60/rectangle-0.75","equilateral","60","0.75","acute horizontal lattice","verified_best_known","99","0.8930886976527018","0.9923207751696691","0.09923207751696728","tpa1-6483b1b0b0f0f0df"
"iso-a60-r0p9","equilateral/apex-60/rectangle-0.9","equilateral","60","0.9","vertical lattice","verified_best_known","120","0.9021097956087888","0.9998383567997424","0.09772856119095363","tpa1-314aa7ce529762d5"
"iso-a60-r1p05","equilateral/apex-60/rectangle-1.05","equilateral","60","1.05","acute horizontal lattice","verified_best_known","135","0.8698915886227603","0.9987644165668746","0.12887282794411437","tpa1-6609b88c3c729655"
"iso-a60-r1p2","equilateral/apex-60/rectangle-1.2","equilateral","60","1.2","vertical lattice","verified_best_known","165","0.9303007267215643","0.9979589613922241","0.06765823467065979","tpa1-f6c685f1030e499e"
"iso-a60-r1p35","equilateral/apex-60/rectangle-1.35","equilateral","60","1.35","acute horizontal lattice","verified_best_known","180","0.9021097956087903","0.9973324962563844","0.09522270064759408","tpa1-e8fc90d3220374e6"
"iso-a60-r1p5","equilateral/apex-60/rectangle-1.5","equilateral","60","1.5","acute horizontal lattice","verified_best_known","207","0.9336836384550993","0.996831324147713","0.06314768569261375","tpa1-85919fa75391db1a"
"iso-a60-r1p65","equilateral/apex-60/rectangle-1.65","equilateral","60","1.65","acute horizontal lattice","verified_best_known","225","0.9226122909635376","0.9964212742406181","0.07380898327708052","tpa1-a3817849a2e5f60e"
"iso-a60-r1p8","equilateral/apex-60/rectangle-1.8","equilateral","60","1.8","acute horizontal lattice","verified_best_known","243","0.9133861680539028","0.9998383567997424","0.0864521887458396","tpa1-dadb9e78261942fe"
"iso-a60-r1p95","equilateral/apex-60/rectangle-1.95","equilateral","60","1.95","acute horizontal lattice","verified_best_known","270","0.936806326209132","0.9992600812897368","0.0624537550806048","tpa1-088dd73110a759bf"
"iso-a60-r2p1","equilateral/apex-60/rectangle-2.1","equilateral","60","2.1","acute horizontal lattice","verified_best_known","288","0.9278843611976167","0.9987644165668746","0.0708800553692579","tpa1-913755ae854b289e"
"iso-a60-r2p25","equilateral/apex-60/rectangle-2.25","equilateral","60","2.25","acute horizontal lattice","verified_best_known","300","0.9021097956087938","0.9983348404737278","0.096225044864934","tpa1-ac294fcdd9e820aa"
"iso-a60-r2p4","equilateral/apex-60/rectangle-2.4","equilateral","60","2.4","acute horizontal lattice","verified_best_known","300","0.8457279333832443","0.9979589613922241","0.1522310280089798","tpa1-8a9abdc79ea39429"
"iso-a60-r2p55","equilateral/apex-60/rectangle-2.55","equilateral","60","2.55","acute horizontal lattice","verified_best_known","300","0.7959792314195242","0.9976273033791326","0.20164807195960843","tpa1-27c67b241d65e6d9"
"iso-a60-r2p7","equilateral/apex-60/rectangle-2.7","equilateral","60","2.7","acute horizontal lattice","verified_best_known","300","0.7517581630073283","0.9998383567997423","0.24808019379241397","tpa1-3db10cc6328aba78"
"iso-a60-r2p85","equilateral/apex-60/rectangle-2.85","equilateral","60","2.85","acute horizontal lattice","verified_best_known","300","0.7121919439016795","0.9994426946086858","0.28725075070700634","tpa1-20bc246c6ac01f45"
"iso-a60-r3","equilateral/apex-60/rectangle-3","equilateral","60","3","acute horizontal lattice","verified_best_known","300","0.6765823467065956","0.999086598636735","0.32250425193013943","tpa1-4a94bf8bfc013156"
"iso-a65-r0p75","isosceles/apex-65/rectangle-0.75","isosceles","65","0.75","vertical lattice","verified_best_known","91","0.8591042564618259","0.9912741420713358","0.13216988560950993","tpa1-9968b6de310d9a08"
"iso-a65-r0p9","isosceles/apex-65/rectangle-0.9","isosceles","65","0.9","obtuse horizontal lattice","verified_best_known","108","0.8496635503468609","0.9991413971671401","0.1494778468202792","tpa1-c1edff5ed53310ed"
"iso-a65-r1p05","isosceles/apex-65/rectangle-1.05","isosceles","65","1.05","obtuse horizontal lattice","verified_best_known","126","0.849663550346861","0.9980175035820252","0.1483539532351642","tpa1-362cdffb57466316"
"iso-a65-r1p2","isosceles/apex-65/rectangle-1.2","isosceles","65","1.2","obtuse horizontal lattice","verified_best_known","144","0.849663550346861","0.9971745833931891","0.14751103304632807","tpa1-7ed08f7da1ae8782"
"iso-a65-r1p35","isosceles/apex-65/rectangle-1.35","isosceles","65","1.35","obtuse horizontal lattice","verified_best_known","171","0.8968670809216843","0.9965189788018719","0.09965189788018758","tpa1-fdb85a509279d2f3"
"iso-a65-r1p5","isosceles/apex-65/rectangle-1.5","isosceles","65","1.5","obtuse horizontal lattice","verified_best_known","189","0.8921467278642008","0.9959944951288184","0.10384776726461764","tpa1-7531fe20545ccc8a"
"iso-a65-r1p65","isosceles/apex-65/rectangle-1.65","isosceles","65","1.65","obtuse horizontal lattice","verified_best_known","207","0.8882846208171689","0.9998566021758497","0.11157198135868085","tpa1-bee2f49c05eae5a4"
"iso-a65-r1p8","isosceles/apex-65/rectangle-1.8","isosceles","65","1.8","obtuse horizontal lattice","verified_best_known","225","0.8850661982779754","0.9991413971671401","0.11407519888916473","tpa1-c472988690f72555"
"iso-a65-r1p95","isosceles/apex-65/rectangle-1.95","isosceles","65","1.95","obtuse horizontal lattice","verified_best_known","252","0.9150222849889214","0.9985362236982321","0.08351393870931079","tpa1-1366c098cf872e9b"
"iso-a65-r2p1","isosceles/apex-65/rectangle-2.1","isosceles","65","2.1","obtuse horizontal lattice","verified_best_known","270","0.910353803943059","0.9980175035820252","0.08766369963896625","tpa1-cf50afbb220eec50"
"iso-a65-r2p25","isosceles/apex-65/rectangle-2.25","isosceles","65","2.25","obtuse horizontal lattice","verified_best_known","288","0.9063077870366456","0.9975679461479792","0.09126015911133356","tpa1-a19d179bb8b01ba2"
"iso-a65-r2p4","isosceles/apex-65/rectangle-2.4","isosceles","65","2.4","obtuse horizontal lattice","verified_best_known","300","0.8850661982779751","0.9971745833931891","0.11210838511521404","tpa1-a794a8bff80e073e"
